phi,psi,number
-26.942,-56,0.001
-27.069,-56.931,0.001
-27.102,-57.102,0.001
-27.236,-58,0.001
-27.424,-58.576,0.001
-28,-59.527,0.001
-28.126,-59.874,0.001
-28.189,-60,0.001
-28.364,-60.364,0.001
-28.715,-61.285,0.001
-29.219,-62,0.001
-29.517,-62.483,0.001
-30,-62.948,0.001
-30.427,-63.573,0.001
-30.982,-64,0.001
-31.434,-64.566,0.001
-32,-64.954,0.001
-32.531,-65.469,0.001
-33.394,-66,0.001
-33.731,-66.269,0.001
-34,-66.428,0.001
-34.727,-66.727,0.001
-35.105,-66.895,0.001
-36,-67.225,0.001
-36.517,-67.483,0.001
-37.744,-67.744,0.001
-38,-67.831,0.001
-38.13,-67.87,0.001
-38.788,-68,0.001
-39.697,-68.303,0.001
-40,-68.383,0.001
-40.404,-68.404,0.001
-41.488,-68.512,0.001
-42,-68.537,0.001
-42.537,-68.537,0.001
-43.463,-68.537,0.001
-44,-68.537,0.001
-44.49,-68.49,0.001
-45.617,-68.383,0.001
-46,-68.346,0.001
-46.269,-68.269,0.001
-47.212,-68,0.001
-47.891,-67.891,0.001
-48,-67.879,0.001
-48.155,-67.845,0.001
-49.669,-67.669,0.001
-50,-67.576,0.001
-50.579,-67.421,0.001
-51.309,-67.309,0.001
-52,-67.058,0.001
-52.862,-66.862,0.001
-53.219,-66.781,0.001
-54,-66.603,0.001
-54.408,-66.408,0.001
-55.207,-66,0.001
-55.832,-65.832,0.001
-56,-65.787,0.001
-56.329,-65.671,0.001
-57.462,-65.462,0.001
-58,-65.136,0.001
-58.814,-64.814,0.001
-59.461,-64.539,0.001
-60,-64.316,0.001
-60.214,-64.214,0.001
-60.559,-64,0.001
-61.606,-63.606,0.001
-62,-63.376,0.001
-62.927,-62.927,0.001
-63.497,-62.503,0.001
-64,-62.156,0.001
-64.101,-62.101,0.001
-64.252,-62,0.001
-65.452,-61.452,0.001
-66,-60.918,0.001
-66.551,-60.551,0.001
-67.377,-60,0.001
-67.832,-59.832,0.001
-68,-59.688,0.001
-68.759,-59.241,0.001
-69.083,-59.083,0.001
-70,-58.192,0.001
-70.104,-58.104,0.001
-70.218,-58,0.001
-71.306,-57.306,0.001
-72,-56.428,0.001
-72.227,-56.227,0.001
-72.454,-56,0.001
-73.332,-55.332,0.001
-74,-54.234,0.001
-74.111,-54.111,0.001
-74.204,-54,0.001
-75.088,-53.088,0.001
-75.292,-52.708,0.001
-75.731,-52,0.001
-75.845,-51.845,0.001
-76,-51.482,0.001
-76.622,-50.622,0.001
-76.964,-50,0.001
-77.455,-49.455,0.001
-78,-48.273,0.001
-78.117,-48.117,0.001
-78.204,-48,0.001
-79.009,-47.009,0.001
-79.03,-46.97,0.001
-79.603,-46,0.001
-79.797,-45.797,0.001
-80,-45.377,0.001
-80.622,-44.622,0.001
-81.014,-44,0.001
-81.543,-43.543,0.001
-82,-42.829,0.001
-82.415,-42.415,0.001
-82.781,-42,0.001
-83.424,-41.424,0.001
-84,-40.273,0.001
-84.117,-40.117,0.001
-84.204,-40,0.001
-85.129,-39.129,0.001
-85.475,-38.525,0.001
-85.818,-38,0.001
-85.901,-37.902,0.001
-86,-37.685,0.001
-86.79,-36.79,0.001
-87.33,-36,0.001
-87.697,-35.697,0.001
-88,-35.204,0.001
-88.559,-34.559,0.001
-89.014,-34,0.001
-89.579,-33.579,0.001
-90,-32.96,0.001
